customer_id,customer_type,specialty,practice_size,monthly_patient_volume,scheduling_need,patient_communication_need,analytics_need,claims_automation_need,practice_management_need,willingness_to_pay,price_sensitivity
C00288,Solo Provider,Therapy,1,134,0.77,0.614,0.679,0.749,0.391,89.54,0.74
C00289,Small Practice,Psychology,5,301,0.767,0.783,0.401,0.726,0.436,121.71,0.595
C00290,Solo Provider,Psychology,1,174,0.83,0.293,0.508,0.519,0.287,63.79,0.839
C00291,Group Practice,Therapy,11,768,0.784,0.731,0.659,0.552,0.503,176.54,0.475
C00292,Solo Provider,Counseling,1,173,0.867,0.667,0.521,0.274,0.509,55.62,0.742
C00293,Group Practice,Counseling,6,1418,0.805,0.826,0.608,0.556,0.416,180.94,0.528
C00294,Solo Provider,Therapy,1,178,1.0,0.614,0.256,0.219,0.115,54.95,0.759
C00295,Group Practice,Therapy,9,739,0.696,0.802,0.592,0.61,0.425,154.71,0.592
C00296,Group Practice,Therapy,14,1230,0.673,0.791,0.657,0.669,0.562,186.99,0.589
C00297,Large Practice,Psychiatry,16,4600,0.741,0.654,0.668,0.788,0.55,262.33,0.315
C00298,Group Practice,Psychiatry,8,1128,0.753,0.722,0.584,0.863,0.557,177.66,0.711
C00299,Small Practice,Psychology,3,377,0.591,0.902,0.389,0.613,0.364,99.66,0.695
C00300,Small Practice,Psychology,5,566,0.659,0.927,0.595,0.341,0.604,118.82,0.561
C00301,Small Practice,Therapy,4,521,0.792,0.984,0.386,0.652,0.611,102.68,0.586
C00302,Solo Provider,Psychiatry,1,171,0.657,0.708,0.253,0.606,0.157,68.33,0.929
C00303,Small Practice,Counseling,3,306,0.8,0.595,0.375,0.577,0.399,90.77,0.769
C00304,Small Practice,Counseling,3,197,0.891,0.613,0.765,0.403,0.435,127.63,0.522
C00305,Group Practice,Psychiatry,11,922,0.484,0.536,0.813,0.794,0.566,180.11,0.552
C00306,Solo Provider,Therapy,1,63,0.948,0.606,0.35,0.592,0.479,82.56,0.811
C00307,Solo Provider,Therapy,1,112,0.67,0.673,0.521,0.561,0.61,69.07,0.837
C00308,Small Practice,Psychiatry,4,226,0.851,0.789,0.618,0.293,0.048,103.28,0.778
C00309,Solo Provider,Psychiatry,1,98,0.804,0.997,0.677,0.676,0.235,44.26,0.724
C00310,Solo Provider,Psychiatry,1,165,0.795,0.85,0.644,0.627,0.345,62.74,0.744
C00311,Solo Provider,Therapy,1,127,0.553,0.966,0.27,0.479,0.078,59.97,0.83
C00312,Solo Provider,Psychiatry,1,92,0.646,0.482,0.465,0.419,0.347,65.74,0.996
C00313,Solo Provider,Psychiatry,1,101,0.63,0.509,0.462,0.938,0.325,61.12,0.836
C00314,Solo Provider,Psychiatry,1,85,0.287,0.508,0.822,0.613,0.614,44.68,0.765
C00315,Solo Provider,Therapy,1,136,0.76,0.693,0.463,0.422,0.509,72.67,0.75
C00316,Solo Provider,Counseling,1,171,0.729,0.584,0.333,0.439,0.649,81.43,0.911
C00317,Solo Provider,Psychiatry,1,143,0.484,0.847,0.601,0.535,0.312,78.08,0.654
C00318,Small Practice,Psychiatry,5,480,0.598,0.513,0.711,0.451,0.707,106.76,0.639
C00319,Solo Provider,Counseling,1,70,0.707,0.58,0.634,0.663,0.531,68.35,0.818
C00320,Group Practice,Psychology,13,1640,0.636,0.914,0.795,0.64,0.445,186.29,0.604
C00321,Group Practice,Therapy,7,1488,0.932,0.558,0.507,0.545,0.279,155.49,0.482
C00322,Solo Provider,Therapy,1,135,0.594,0.544,0.339,0.554,0.345,92.39,0.805
C00323,Solo Provider,Therapy,1,101,0.677,0.759,0.573,0.501,0.409,71.91,0.802
C00324,Small Practice,Psychology,4,192,0.626,0.653,0.214,0.802,0.746,118.6,0.667
C00325,Group Practice,Psychiatry,15,1111,0.501,0.817,0.611,1.0,0.592,190.57,0.541
C00326,Small Practice,Psychiatry,3,427,0.623,0.86,0.589,0.605,0.438,75.0,0.583
C00327,Group Practice,Psychology,14,1612,0.627,0.861,0.713,0.872,0.722,201.05,0.204
C00328,Small Practice,Psychology,5,559,0.875,0.756,0.615,0.514,0.303,86.24,0.607
C00329,Small Practice,Therapy,3,229,0.48,0.391,0.512,0.627,0.399,88.95,0.6
C00330,Solo Provider,Therapy,1,108,0.577,0.639,0.237,0.631,0.283,74.13,0.838
C00331,Small Practice,Counseling,2,491,0.82,0.278,0.406,0.712,0.462,121.83,0.835
C00332,Solo Provider,Counseling,1,172,0.745,0.605,0.321,0.431,0.307,52.02,0.741
C00333,Small Practice,Counseling,3,555,0.954,0.818,0.447,0.708,0.456,107.32,0.646
C00334,Group Practice,Counseling,13,711,0.798,0.675,0.536,0.524,0.63,178.98,0.493
C00335,Solo Provider,Psychiatry,1,126,0.888,0.837,0.167,0.74,0.337,82.78,0.819
C00336,Small Practice,Counseling,2,485,0.85,0.693,0.274,0.18,0.518,86.18,0.784
C00337,Solo Provider,Counseling,1,102,0.66,0.55,0.377,0.695,0.401,100.18,0.777
C00338,Small Practice,Counseling,4,292,0.782,0.461,0.486,0.573,0.549,102.39,0.624
C00339,Solo Provider,Therapy,1,83,0.538,0.764,0.507,0.586,0.358,82.07,0.781
C00340,Group Practice,Therapy,14,1612,0.912,0.717,0.863,0.597,0.572,200.05,0.57
C00341,Solo Provider,Psychiatry,1,127,0.656,0.462,0.434,0.396,0.627,58.72,0.876
C00342,Large Practice,Psychology,20,4836,0.583,0.549,0.725,0.929,0.565,260.0,0.529
C00343,Group Practice,Counseling,14,790,0.953,0.888,0.633,0.733,0.663,176.8,0.464
C00344,Small Practice,Psychiatry,3,246,0.573,0.977,0.773,0.491,0.26,109.03,0.678
C00345,Small Practice,Counseling,3,569,0.321,1.0,0.665,0.502,0.296,107.36,0.749
C00346,Small Practice,Counseling,4,548,0.769,0.63,0.57,0.671,0.473,125.71,0.679
C00347,Group Practice,Counseling,15,944,0.58,0.655,0.566,0.613,0.813,167.89,0.435
C00348,Solo Provider,Therapy,1,64,0.709,0.657,0.548,0.593,0.347,63.7,0.681
C00349,Small Practice,Therapy,2,437,0.657,0.774,0.541,0.664,0.328,110.11,0.801
C00350,Solo Provider,Therapy,1,129,0.717,0.759,0.364,0.154,0.277,60.66,0.875
C00351,Small Practice,Psychology,5,269,0.573,0.298,0.739,0.525,0.376,120.22,0.583
C00352,Solo Provider,Psychology,1,158,0.555,0.86,0.443,0.408,0.324,48.88,0.722
C00353,Small Practice,Psychiatry,5,566,0.667,0.761,0.568,0.653,0.133,111.51,0.563
C00354,Small Practice,Therapy,2,202,0.756,0.4,0.482,0.798,0.502,114.82,0.465
C00355,Solo Provider,Psychology,1,85,0.973,1.0,0.536,0.28,0.433,67.98,0.96
C00356,Small Practice,Psychology,3,531,0.574,0.717,0.122,0.374,0.403,79.34,0.614
C00357,Small Practice,Psychiatry,2,216,0.749,0.634,0.489,0.648,0.335,89.18,0.786
C00358,Small Practice,Psychiatry,4,474,0.867,0.586,0.467,0.583,0.512,91.51,0.759
C00359,Solo Provider,Psychology,1,177,0.383,0.618,0.683,0.271,0.128,75.6,0.822
C00360,Small Practice,Psychology,4,255,0.414,0.347,0.525,0.348,0.443,92.34,0.67
C00361,Group Practice,Psychology,12,1749,0.789,0.868,0.768,0.618,0.537,192.72,0.42
C00362,Solo Provider,Counseling,1,131,0.602,0.961,0.353,0.548,0.334,93.08,0.755
C00363,Solo Provider,Psychiatry,1,131,0.654,0.53,0.471,0.495,0.2,69.94,0.758
C00364,Solo Provider,Psychology,1,111,0.854,0.654,0.474,0.451,0.293,47.45,0.708
C00365,Small Practice,Counseling,3,574,0.836,0.574,0.443,0.474,0.591,108.08,0.557
C00366,Solo Provider,Therapy,1,160,0.71,0.694,0.474,0.647,0.364,70.0,0.974
C00367,Small Practice,Psychiatry,2,177,0.796,0.721,0.485,0.48,0.069,114.44,0.455
C00368,Small Practice,Therapy,5,180,0.845,0.361,0.368,0.675,0.425,106.31,0.704
C00369,Solo Provider,Psychiatry,1,171,0.669,0.528,0.286,0.75,0.603,58.34,0.696
C00370,Group Practice,Therapy,9,1341,0.751,0.617,0.66,0.6,0.495,167.85,0.691
C00371,Small Practice,Psychology,3,522,0.917,0.741,0.206,0.541,0.327,87.24,0.652
C00372,Solo Provider,Therapy,1,87,0.848,0.861,0.408,0.332,0.421,68.08,0.976
C00373,Solo Provider,Psychology,1,112,0.768,0.608,0.389,0.624,0.352,73.86,0.84
C00374,Solo Provider,Psychology,1,94,0.784,0.496,0.328,0.505,0.365,67.72,0.748
C00375,Solo Provider,Counseling,1,97,0.836,0.864,0.677,0.288,0.194,66.63,0.771
C00376,Solo Provider,Psychiatry,1,135,0.617,0.595,0.537,0.286,0.72,82.4,0.802
C00377,Group Practice,Psychiatry,12,1339,0.786,0.668,0.759,0.61,0.799,198.99,0.301
C00378,Solo Provider,Therapy,1,140,0.718,0.467,0.758,0.826,0.057,76.99,0.818
C00379,Solo Provider,Psychology,1,88,0.927,0.885,0.505,0.899,0.509,72.69,0.765
C00380,Small Practice,Therapy,3,551,0.581,0.576,0.459,0.596,0.375,114.83,0.518
C00381,Small Practice,Therapy,4,575,1.0,0.705,0.7,0.655,0.619,118.13,0.707
C00382,Group Practice,Counseling,12,1396,1.0,0.601,0.749,0.643,0.642,160.51,0.454
C00383,Small Practice,Psychology,5,442,0.85,0.512,0.663,0.591,0.411,117.79,0.741
C00384,Solo Provider,Therapy,1,124,0.763,0.833,0.495,0.232,0.311,71.86,0.62
C00385,Solo Provider,Psychology,1,90,0.841,0.738,0.61,0.244,0.352,61.91,0.659
C00386,Large Practice,Psychiatry,17,2196,0.864,0.769,0.678,0.535,0.684,269.69,0.411
C00387,Small Practice,Therapy,4,260,0.716,0.306,0.631,0.43,0.239,105.89,0.732
C00388,Large Practice,Psychiatry,25,4126,1.0,0.764,0.728,0.888,0.757,292.41,0.427
C00389,Solo Provider,Counseling,1,167,0.757,0.39,0.474,0.502,0.214,68.1,0.778
C00390,Group Practice,Therapy,11,664,0.488,0.601,0.545,0.665,0.561,171.31,0.409
C00391,Small Practice,Psychiatry,3,321,0.844,0.7,0.708,0.729,0.629,132.16,0.787
C00392,Solo Provider,Counseling,1,103,0.797,0.869,0.675,0.381,0.467,93.84,0.808
C00393,Small Practice,Psychiatry,5,588,0.585,0.324,0.547,0.945,0.433,117.08,0.66
C00394,Small Practice,Therapy,4,248,0.755,0.721,0.383,0.532,0.533,121.84,0.743
C00395,Solo Provider,Psychiatry,1,91,0.75,0.714,0.578,0.411,0.273,50.7,0.788
C00396,Solo Provider,Psychology,1,82,0.857,0.522,0.53,0.405,0.216,51.81,1.0
C00397,Group Practice,Counseling,15,1788,0.732,0.698,0.775,1.0,0.503,213.41,0.392
C00398,Solo Provider,Psychology,1,146,0.841,0.794,0.377,0.703,0.488,66.13,0.819
C00399,Solo Provider,Therapy,1,154,0.947,0.453,0.345,0.405,0.306,74.99,0.798
C00400,Solo Provider,Counseling,1,61,0.769,0.661,0.507,0.618,0.116,55.3,0.907
C00401,Solo Provider,Counseling,1,87,0.751,0.636,0.538,0.536,0.325,76.3,0.953
C00402,Group Practice,Psychology,10,557,0.804,0.523,0.926,0.435,0.547,173.69,0.421
C00403,Small Practice,Counseling,4,219,0.584,0.864,0.329,0.715,0.519,114.14,0.612
C00404,Solo Provider,Counseling,1,64,0.676,0.452,0.301,0.623,0.459,62.1,0.824
C00405,Large Practice,Therapy,30,4182,0.651,0.336,0.909,0.949,0.9,286.85,0.477
C00406,Group Practice,Psychiatry,14,1513,0.72,0.694,0.375,0.77,0.639,184.78,0.238
C00407,Solo Provider,Psychology,1,82,0.632,0.409,0.527,0.812,0.408,74.19,0.584
C00408,Group Practice,Psychiatry,13,1338,0.535,0.714,0.777,0.542,0.337,170.82,0.249
C00409,Solo Provider,Psychology,1,136,0.677,0.557,0.363,0.609,0.437,77.46,0.82
C00410,Large Practice,Psychology,20,3405,0.536,0.556,0.661,0.391,0.628,272.9,0.41
C00411,Small Practice,Therapy,4,461,0.72,0.911,0.351,0.384,0.591,97.68,0.653
C00412,Small Practice,Psychology,3,223,0.634,0.499,0.365,0.591,0.435,97.16,0.802
C00413,Solo Provider,Therapy,1,89,0.916,0.827,0.487,0.247,0.246,64.53,0.695
C00414,Group Practice,Psychology,9,1550,0.94,0.367,0.411,0.65,0.59,152.57,0.191
C00415,Solo Provider,Psychiatry,1,153,0.66,0.894,0.748,0.442,0.342,77.91,0.716
C00416,Solo Provider,Therapy,1,71,0.888,0.645,0.339,0.513,0.575,48.96,0.76
C00417,Solo Provider,Counseling,1,83,0.646,0.6,0.192,0.551,0.444,48.94,0.986
C00418,Small Practice,Psychiatry,4,169,0.845,0.744,0.359,0.367,0.437,95.92,0.659
C00419,Solo Provider,Therapy,1,101,0.64,0.309,0.431,0.594,0.419,83.84,0.833
C00420,Group Practice,Psychiatry,14,591,0.636,0.928,0.365,0.659,0.786,195.93,0.571
C00421,Small Practice,Counseling,2,586,0.544,0.897,0.3,0.33,0.444,98.66,0.601
C00422,Solo Provider,Therapy,1,157,0.765,0.97,0.53,0.407,0.469,81.78,0.717
C00423,Solo Provider,Psychiatry,1,108,0.76,0.329,0.127,0.257,0.63,70.89,0.685
C00424,Solo Provider,Psychiatry,1,60,0.604,0.607,0.458,0.791,0.456,87.21,0.839
C00425,Small Practice,Counseling,2,451,0.86,0.812,0.613,0.498,0.32,92.48,0.563
C00426,Group Practice,Therapy,15,1706,0.755,0.609,0.74,0.763,0.461,186.18,0.341
C00427,Solo Provider,Therapy,1,133,0.568,0.955,0.235,0.856,0.411,81.71,0.899
C00428,Group Practice,Psychology,15,1745,0.949,0.455,0.652,0.535,0.366,205.68,0.384
C00429,Solo Provider,Therapy,1,160,0.674,1.0,0.778,1.0,0.654,89.4,1.0
C00430,Group Practice,Psychology,9,1312,0.651,0.691,0.629,0.608,0.534,168.74,0.525
C00431,Group Practice,Psychiatry,7,633,0.755,0.525,0.467,0.56,0.42,163.27,0.561
C00432,Small Practice,Psychology,4,571,0.731,0.634,0.534,0.328,0.473,115.02,0.735
C00433,Small Practice,Therapy,5,424,0.472,0.553,0.733,0.598,0.324,98.03,0.505
C00434,Group Practice,Psychology,13,1230,0.84,0.832,0.488,0.784,0.682,187.42,0.332
C00435,Solo Provider,Psychology,1,122,0.724,0.342,0.485,0.62,0.605,64.65,0.733
C00436,Solo Provider,Therapy,1,171,0.669,0.702,0.48,0.615,0.199,56.92,0.84
C00437,Solo Provider,Psychiatry,1,162,0.956,0.398,0.423,0.295,0.391,66.02,0.905
C00438,Small Practice,Therapy,3,262,0.899,0.709,0.618,0.658,0.0,87.5,0.642
C00439,Small Practice,Therapy,4,389,0.921,0.583,0.794,0.309,0.259,99.18,0.726
C00440,Small Practice,Psychology,3,514,0.683,0.624,0.449,0.567,0.5,101.3,0.811
C00441,Group Practice,Psychiatry,8,1240,0.622,0.915,0.674,0.273,0.203,165.96,0.367
C00442,Solo Provider,Counseling,1,169,0.695,0.743,0.439,0.75,0.484,86.72,0.808
C00443,Small Practice,Psychiatry,4,253,0.687,0.675,0.6,0.256,0.383,106.89,0.69
C00444,Solo Provider,Psychology,1,141,0.814,0.639,0.566,0.478,0.39,68.43,0.879
C00445,Solo Provider,Psychology,1,70,0.754,0.823,0.572,0.722,0.717,73.86,0.87
C00446,Small Practice,Psychology,2,287,0.77,0.76,0.704,0.238,0.613,110.35,0.835
C00447,Large Practice,Counseling,17,4366,0.664,0.651,0.81,0.812,0.764,280.29,0.363
C00448,Small Practice,Psychology,4,222,0.546,0.8,0.789,0.543,0.647,111.87,0.558
C00449,Solo Provider,Psychology,1,122,0.907,0.945,0.45,0.711,0.616,79.58,0.797
C00450,Small Practice,Psychology,3,295,0.574,0.67,0.816,0.451,0.532,104.45,0.702
C00451,Solo Provider,Psychiatry,1,157,0.733,0.965,0.548,0.633,0.608,64.07,0.771
C00452,Group Practice,Psychology,15,1794,0.72,0.811,0.561,0.746,0.455,179.78,0.456
C00453,Small Practice,Counseling,3,289,0.655,0.237,0.321,0.669,0.456,106.57,0.543
C00454,Solo Provider,Psychology,1,133,0.808,0.629,0.416,0.497,0.752,76.57,0.724
C00455,Solo Provider,Psychology,1,103,0.817,0.477,0.226,0.41,0.482,61.63,0.766
C00456,Solo Provider,Therapy,1,80,0.579,0.634,0.238,0.567,0.402,50.92,0.88
C00457,Large Practice,Psychiatry,29,2243,0.508,0.606,1.0,0.793,0.667,272.88,0.232
C00458,Solo Provider,Therapy,1,61,0.506,0.771,0.248,0.565,0.372,67.32,0.747
C00459,Small Practice,Therapy,3,514,0.826,0.524,0.437,0.45,0.507,70.95,0.704
C00460,Small Practice,Psychiatry,3,326,0.438,0.589,0.479,0.476,0.479,90.86,0.722
C00461,Small Practice,Psychiatry,2,254,0.695,0.372,0.408,0.753,0.16,89.13,0.616
C00462,Solo Provider,Psychology,1,145,0.619,0.564,0.31,0.514,0.409,76.55,0.711
C00463,Group Practice,Counseling,6,554,0.828,0.591,0.576,0.536,0.677,170.0,0.462
C00464,Solo Provider,Counseling,1,126,0.631,0.557,0.501,0.651,0.265,68.71,0.813
C00465,Small Practice,Psychiatry,4,556,0.444,0.484,0.305,0.554,0.287,82.73,0.6
C00466,Small Practice,Psychiatry,2,450,0.531,0.786,0.552,0.55,0.341,94.26,0.446
C00467,Small Practice,Psychology,3,400,0.737,0.762,0.544,0.751,0.319,118.2,0.589
C00468,Group Practice,Psychiatry,10,1657,0.663,0.982,0.687,0.588,0.427,179.41,0.583
C00469,Solo Provider,Counseling,1,116,0.801,0.808,0.547,0.662,0.436,64.64,0.855
C00470,Small Practice,Counseling,4,279,0.515,0.706,0.309,0.531,0.336,103.9,0.664
C00471,Solo Provider,Psychology,1,71,0.557,0.645,0.674,0.289,0.24,63.64,0.886
C00472,Solo Provider,Therapy,1,127,0.853,0.507,0.387,0.403,0.316,43.33,0.934
C00473,Solo Provider,Psychology,1,63,0.521,0.404,0.675,0.408,0.319,60.81,0.639
C00474,Solo Provider,Counseling,1,98,0.738,0.631,0.23,0.456,0.39,71.8,0.701
C00475,Solo Provider,Therapy,1,118,0.833,0.555,0.574,0.493,0.54,58.43,1.0
C00476,Solo Provider,Therapy,1,165,0.896,0.475,0.379,0.412,0.348,62.11,0.764
C00477,Solo Provider,Psychology,1,111,0.826,0.309,0.319,0.626,0.451,73.82,0.694
C00478,Small Practice,Psychiatry,3,462,0.693,0.469,0.626,0.829,0.271,117.73,0.654
C00479,Small Practice,Psychology,3,275,0.438,0.73,0.348,0.32,0.145,81.18,0.769
C00480,Solo Provider,Psychiatry,1,87,0.787,0.679,0.509,0.577,0.389,59.62,0.724
C00481,Solo Provider,Counseling,1,77,0.684,0.627,0.529,0.699,0.42,45.09,0.719
C00482,Solo Provider,Psychiatry,1,79,0.498,0.519,0.501,0.526,0.647,93.08,0.848
C00483,Small Practice,Psychiatry,2,459,0.863,0.585,0.319,0.448,0.384,85.44,0.587
C00484,Solo Provider,Therapy,1,125,0.763,0.469,0.235,0.321,0.333,57.28,0.701
C00485,Solo Provider,Therapy,1,61,0.786,0.531,0.269,0.414,0.466,69.08,0.889
C00486,Solo Provider,Therapy,1,142,0.88,0.961,0.393,0.765,0.329,81.37,0.902
C00487,Solo Provider,Counseling,1,78,0.555,0.43,0.198,0.661,0.678,79.21,0.774
C00488,Solo Provider,Psychiatry,1,119,0.923,0.687,0.461,0.47,0.449,75.4,0.887
C00489,Small Practice,Therapy,5,330,0.692,0.363,0.66,0.342,0.533,92.03,0.726
C00490,Small Practice,Psychiatry,2,368,1.0,0.636,0.297,0.66,0.27,106.01,0.458
C00491,Small Practice,Psychology,3,458,0.748,0.504,0.601,0.567,0.016,93.04,0.688
C00492,Small Practice,Counseling,3,482,0.759,0.786,0.388,0.402,0.4,116.52,0.614
C00493,Small Practice,Counseling,2,329,0.516,0.501,0.625,0.496,0.353,86.94,0.756
C00494,Solo Provider,Therapy,1,137,0.572,0.694,0.428,0.247,0.52,69.3,0.816
C00495,Small Practice,Counseling,5,200,0.505,0.705,0.661,0.754,0.548,92.23,0.701
C00496,Small Practice,Psychiatry,5,261,0.557,0.881,0.695,0.398,0.433,118.53,0.675
C00497,Solo Provider,Counseling,1,150,0.449,0.252,0.471,0.082,0.392,71.11,0.859
C00498,Small Practice,Therapy,3,408,0.724,0.767,0.319,0.692,0.445,106.07,0.589
C00499,Solo Provider,Psychology,1,80,0.817,0.585,0.499,0.406,0.227,53.05,0.817
C00500,Small Practice,Counseling,3,365,0.789,0.512,0.527,0.405,0.163,95.64,0.59
C00501,Small Practice,Therapy,3,513,0.722,0.813,0.348,0.472,0.651,100.01,0.457
C00502,Group Practice,Counseling,11,507,0.671,0.572,0.705,0.675,0.352,176.3,0.391
C00503,Group Practice,Therapy,7,844,1.0,0.777,0.403,0.568,0.503,175.49,0.398
C00504,Small Practice,Counseling,5,297,0.783,0.564,0.509,0.809,0.251,117.49,0.677
C00505,Small Practice,Psychology,4,150,0.458,0.893,0.478,0.458,0.375,88.0,0.612
C00506,Small Practice,Counseling,2,398,0.61,0.771,0.558,0.8,0.354,86.72,0.57
C00507,Solo Provider,Counseling,1,62,1.0,0.769,0.361,0.8,0.571,67.96,0.665
C00508,Group Practice,Psychiatry,11,1169,0.539,0.633,0.722,0.399,0.592,180.84,0.567
C00509,Solo Provider,Psychiatry,1,107,0.6,0.8,0.288,0.553,0.372,58.86,0.913
C00510,Solo Provider,Psychology,1,151,0.625,0.426,0.531,0.44,0.239,68.7,0.723
C00511,Solo Provider,Therapy,1,86,0.548,0.811,0.44,0.674,0.314,69.99,0.8
C00512,Group Practice,Psychiatry,9,1288,0.896,0.858,0.491,0.44,0.626,188.89,0.588
C00513,Solo Provider,Therapy,1,129,0.702,0.781,0.577,0.537,0.397,60.75,0.81
C00514,Solo Provider,Counseling,1,145,0.595,0.362,0.486,0.505,0.482,82.28,0.926
C00515,Solo Provider,Therapy,1,173,0.913,0.514,0.25,0.67,0.575,77.13,0.956
C00516,Solo Provider,Psychiatry,1,104,0.755,0.75,0.653,0.755,0.504,64.18,0.741
C00517,Solo Provider,Psychiatry,1,131,0.78,0.507,0.686,0.222,0.453,64.03,0.832
C00518,Small Practice,Psychiatry,2,336,0.391,0.554,0.403,0.713,0.269,80.86,0.695
C00519,Solo Provider,Counseling,1,85,0.364,1.0,0.444,0.037,0.26,49.61,0.712
C00520,Group Practice,Counseling,8,1782,0.601,0.503,0.396,0.736,0.674,172.04,0.425
C00521,Group Practice,Psychology,8,643,0.711,0.691,0.537,0.663,0.54,186.96,0.345
C00522,Solo Provider,Counseling,1,160,0.669,0.952,0.528,0.847,0.544,69.17,0.823
C00523,Solo Provider,Therapy,1,86,0.78,0.676,0.377,0.654,0.374,57.32,0.884
C00524,Small Practice,Counseling,4,587,0.775,0.866,0.657,0.534,0.397,104.81,0.828
C00525,Solo Provider,Therapy,1,103,0.812,0.581,0.186,0.303,0.429,66.98,0.87
C00526,Solo Provider,Therapy,1,152,0.527,0.856,0.524,0.38,0.457,60.52,0.817
C00527,Large Practice,Therapy,18,2235,0.712,0.541,0.693,0.956,0.881,274.69,0.319
C00528,Large Practice,Therapy,34,3151,0.958,0.837,1.0,0.521,0.968,316.96,0.287
C00529,Small Practice,Counseling,2,562,0.665,0.761,0.364,0.426,0.415,107.59,0.784
C00530,Solo Provider,Psychiatry,1,154,0.861,0.661,0.689,0.216,0.671,77.59,1.0
C00531,Small Practice,Counseling,4,285,0.694,0.612,0.418,0.54,0.505,128.89,0.692
C00532,Small Practice,Psychiatry,4,491,0.477,0.946,0.327,0.453,0.463,85.14,0.692
C00533,Solo Provider,Therapy,1,96,0.478,0.762,0.643,0.304,0.517,59.83,0.893
C00534,Small Practice,Psychiatry,3,357,0.539,0.543,0.726,0.516,0.253,84.58,0.665
C00535,Solo Provider,Therapy,1,102,0.777,0.474,0.34,0.576,0.631,58.13,1.0
C00536,Solo Provider,Psychiatry,1,66,0.777,0.86,0.14,0.527,0.295,48.09,0.608
C00537,Small Practice,Psychology,4,343,0.709,0.831,0.563,0.709,0.426,107.35,0.58
C00538,Solo Provider,Counseling,1,111,0.804,0.836,0.443,0.354,0.418,82.23,0.848
C00539,Solo Provider,Psychology,1,125,0.6,0.786,0.404,0.436,0.556,93.37,0.663
C00540,Group Practice,Therapy,15,1477,0.83,0.63,0.716,0.635,0.748,185.77,0.415
C00541,Large Practice,Psychology,21,2765,0.704,0.528,0.541,1.0,0.645,279.23,0.506
C00542,Small Practice,Psychology,3,293,0.725,1.0,0.166,0.572,0.364,102.73,0.629
C00543,Group Practice,Therapy,7,664,0.728,0.646,0.358,0.649,0.583,191.29,0.396
C00544,Large Practice,Counseling,29,4107,0.827,0.8,0.89,1.0,1.0,297.04,0.381
C00545,Solo Provider,Counseling,1,97,0.694,0.753,0.591,0.499,0.283,54.62,0.958
C00546,Solo Provider,Psychology,1,142,0.501,0.48,0.652,0.73,0.357,69.44,0.85
C00547,Solo Provider,Psychiatry,1,89,0.521,1.0,0.671,0.572,0.24,60.81,0.778
C00548,Solo Provider,Psychiatry,1,129,0.746,0.589,0.247,0.874,0.404,65.37,0.846
C00549,Small Practice,Psychiatry,2,333,0.688,0.592,0.586,0.678,0.501,126.51,0.749
C00550,Solo Provider,Therapy,1,163,0.758,0.848,0.539,0.189,0.345,67.29,0.713
C00551,Solo Provider,Psychiatry,1,154,0.791,0.827,0.646,0.787,0.117,105.9,0.68
C00552,Solo Provider,Therapy,1,153,0.851,0.69,0.47,0.502,0.078,61.88,0.723
C00553,Solo Provider,Therapy,1,80,0.612,1.0,0.427,0.559,0.404,63.97,0.859
C00554,Group Practice,Psychology,12,1734,0.767,0.418,0.614,0.615,0.533,186.86,0.501
C00555,Solo Provider,Therapy,1,162,0.777,0.711,0.478,0.146,0.485,53.03,0.849
C00556,Solo Provider,Psychiatry,1,129,0.797,0.861,0.542,0.567,0.51,78.53,0.769
C00557,Solo Provider,Psychiatry,1,110,0.607,0.85,0.224,0.651,0.371,57.55,0.897
C00558,Solo Provider,Therapy,1,101,0.901,0.666,0.474,0.586,0.211,44.99,0.864
C00559,Small Practice,Counseling,2,272,0.466,0.799,0.54,0.602,0.607,112.06,0.618
C00560,Solo Provider,Counseling,1,162,0.71,0.634,0.661,0.866,0.303,77.33,0.883
C00561,Solo Provider,Psychology,1,156,0.737,0.59,0.0,0.773,0.264,60.73,0.776
C00562,Solo Provider,Psychology,1,163,0.582,0.693,0.458,0.39,0.39,76.03,0.797
C00563,Group Practice,Therapy,7,1790,0.579,0.781,0.459,0.43,0.387,161.87,0.44
C00564,Small Practice,Counseling,4,567,0.546,0.789,0.709,0.223,0.189,116.98,0.75
C00565,Small Practice,Counseling,4,585,0.822,0.945,0.381,0.817,0.395,101.49,0.681
C00566,Small Practice,Psychiatry,3,183,0.825,0.96,0.711,0.534,0.87,123.03,0.785
